id,date,amount,direction,accountNumber,accountLabel,kind,description,journalEntryId,journalNumber,createdAt
ad9ae34a-5c12-4082-afbc-eb003c75ec86,2025-09-25T00:00:00.000Z,8000.00,DEBIT,310000,Marchandises,ADJUSTMENT,"Ouverture 2025-09-25 Stocks de matières premières",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
5d225f81-6752-4f2f-9b2d-349fe04ffc57,2025-09-25T00:00:00.000Z,5000.00,DEBIT,512000,Effets A L'Encaissement,ADJUSTMENT,"Ouverture 2025-09-25 Banque - compte d'épargne",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
aa3659b1-cd94-4640-b62d-3805163d7689,2025-09-25T00:00:00.000Z,2000.00,DEBIT,213000,Logiciels,ADJUSTMENT,"Ouverture 2025-09-25 Créances diverses",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
bef7bc00-7fca-4de4-8208-b7eacf9c41c4,2025-09-25T00:00:00.000Z,25000.00,DEBIT,218000,Autres Droits Et Valeurs Incorporels,ASSET_ACQUISITION,"Ouverture immobilisation AS-000001 IMMO-001",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
ec5293dc-7b42-4cf7-a632-22a6489f8f09,2025-09-25T00:00:00.000Z,20000.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Ouverture immobilisation AS-000001 IMMO-001",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
0d6e95a4-9821-468a-99cd-74c659280cbc,2025-09-25T00:00:00.000Z,25000.00,DEBIT,218000,Autres Droits Et Valeurs Incorporels,ASSET_ACQUISITION,"Ouverture immobilisation AS-000002 IMMO-001",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
ab512cb8-2667-44dc-8ef7-0ad49b0063cc,2025-09-25T00:00:00.000Z,5000.00,CREDIT,281000,Amortissements Des Immobilisations Incorporelles,ASSET_DEPRECIATION_RESERVE,"Ouverture immobilisation AS-000002 IMMO-001",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
32683c58-3566-4867-b390-033a0592209e,2025-09-25T00:00:00.000Z,20000.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Ouverture immobilisation AS-000002 IMMO-001",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
4e16fdc7-cf26-4d68-821e-543bdbf224ba,2025-09-25T00:00:00.000Z,1200.00,DEBIT,218000,Autres Droits Et Valeurs Incorporels,ASSET_ACQUISITION,"Ouverture immobilisation AS-000003 IMMO-002",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
ccb9a363-c065-49e8-babd-9bd1ff45e557,2025-09-25T00:00:00.000Z,5000.00,CREDIT,281000,Amortissements Des Immobilisations Incorporelles,ASSET_DEPRECIATION_RESERVE,"Ouverture immobilisation AS-000001 IMMO-001",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
5e32e89e-ed42-440e-9c5c-8dae48d7a537,2025-09-25T00:00:00.000Z,240.00,CREDIT,281000,Amortissements Des Immobilisations Incorporelles,ASSET_DEPRECIATION_RESERVE,"Ouverture immobilisation AS-000003 IMMO-002",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
4b11de38-2165-4e93-8c94-9feb2753fc48,2025-09-25T00:00:00.000Z,960.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Ouverture immobilisation AS-000003 IMMO-002",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
2caa95aa-b17f-49f0-b4f2-2744246254d5,2025-09-25T00:00:00.000Z,8000.00,DEBIT,218000,Autres Droits Et Valeurs Incorporels,ASSET_ACQUISITION,"Ouverture immobilisation AS-000004 IMMO-003",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
b2be77d1-5a2f-4f68-a4b5-25d8e83e6b90,2025-09-25T00:00:00.000Z,3200.00,CREDIT,281000,Amortissements Des Immobilisations Incorporelles,ASSET_DEPRECIATION_RESERVE,"Ouverture immobilisation AS-000004 IMMO-003",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
df88229a-d0d0-4c40-a940-cc56d3aaa70b,2025-09-25T00:00:00.000Z,4800.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Ouverture immobilisation AS-000004 IMMO-003",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
5d5c9d9d-4953-46de-a8ab-5224b7726aec,2025-09-25T00:00:00.000Z,50000.00,CREDIT,101100,Capital Souscrit, Non Appele,ADJUSTMENT,"Ouverture 2025-09-25 Capital social",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
80c5c1d9-c715-494e-9c88-b18cba93e80b,2025-09-25T00:00:00.000Z,15000.00,DEBIT,218000,Autres Droits Et Valeurs Incorporels,ASSET_ACQUISITION,"Ouverture immobilisation AS-000005 IMMO-004",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
7cd47419-bc13-46c6-ac04-d29fb95de318,2025-09-25T00:00:00.000Z,3000.00,CREDIT,281000,Amortissements Des Immobilisations Incorporelles,ASSET_DEPRECIATION_RESERVE,"Ouverture immobilisation AS-000005 IMMO-004",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
86032d15-7ada-4b61-87ce-60396f28eb2d,2025-09-25T00:00:00.000Z,12000.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Ouverture immobilisation AS-000005 IMMO-004",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
cadfc755-1041-475c-8d25-89a59a4087cf,2025-09-25T00:00:00.000Z,5000.00,CREDIT,106100,Ecarts De Reevaluation Legale,ADJUSTMENT,"Ouverture 2025-09-25 Réserve légale",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
eee4e370-0272-41cd-897e-612070dee1ab,2025-09-25T00:00:00.000Z,10000.00,DEBIT,109000,Actionnaires, Capital Souscrit, Non Appele,ADJUSTMENT,"Ouverture 2025-09-25 Apporteurs - capital souscrit non appelé",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
fc1fed46-ca21-47e9-a5a7-77d349c2b60c,2025-09-25T00:00:00.000Z,25000.00,DEBIT,512000,Effets A L'Encaissement,ADJUSTMENT,"Ouverture 2025-09-25 Banque - compte courant",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
c0fd5963-e90f-494e-a36d-aad77a749795,2025-09-25T00:00:00.000Z,15000.00,CREDIT,401000,Fournisseurs, Dettes En Compte,ADJUSTMENT,"Ouverture 2025-09-25 Fournisseurs",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
09c97f99-9840-49d2-9305-eefd7b28454b,2025-09-25T00:00:00.000Z,20000.00,DEBIT,411000,Clients,ADJUSTMENT,"Ouverture 2025-09-25 Clients",d369c547-9a16-4cfc-984c-92f916e6ae8d,JRN-000017,
3258c7b0-55b9-4ff2-840d-e23cd18351ac,2026-01-01T00:00:00.000Z,6800.00,DEBIT,471000,Comptes D'Attente,ADJUSTMENT,"Contrepartie ouverture fournisseur Madame Sophie Bernard Services",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
d0ae7580-06ba-4172-9bd3-cf243a543b0f,2026-01-01T00:00:00.000Z,15000.00,DEBIT,411000,Clients,RECEIVABLE,"Ouverture client SARL Dupont & Fils",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
59d6a111-a707-47a8-ba16-22484d1a2478,2026-01-01T00:00:00.000Z,15000.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Contrepartie ouverture client SARL Dupont & Fils",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
da754b67-97c9-4d38-a5f8-90e5dd963ffc,2026-01-01T00:00:00.000Z,8750.00,DEBIT,411000,Clients,RECEIVABLE,"Ouverture client M. Jean Martin",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
438f18e6-ebae-4474-bcf0-8f5e0eb04608,2026-01-01T00:00:00.000Z,8750.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Contrepartie ouverture client M. Jean Martin",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
760086be-ef4c-4666-9955-5b659ef9e0d4,2026-01-01T00:00:00.000Z,22300.00,DEBIT,411000,Clients,RECEIVABLE,"Ouverture client SAS Tech Solutions",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
a1826c05-5013-44ec-8d7d-bce5246579b5,2026-01-01T00:00:00.000Z,22300.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Contrepartie ouverture client SAS Tech Solutions",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
8c17ccd5-85ae-4ebb-bdbd-dfe80134e4b0,2026-01-01T00:00:00.000Z,12000.00,CREDIT,401000,Fournisseurs, Dettes En Compte,PAYABLE,"Ouverture fournisseur SAS Fournitures Bureau",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
58c231e4-27e7-4fc0-9e16-1f89447bc76f,2026-01-01T00:00:00.000Z,12000.00,DEBIT,471000,Comptes D'Attente,ADJUSTMENT,"Contrepartie ouverture fournisseur SAS Fournitures Bureau",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
94c49047-9640-4025-a6b0-f54baacb882c,2026-01-01T00:00:00.000Z,18750.00,CREDIT,401000,Fournisseurs, Dettes En Compte,PAYABLE,"Ouverture fournisseur M. Pierre Leroy Matériaux",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
ad095c12-810c-4a70-b412-d1e5798de23a,2026-01-01T00:00:00.000Z,5600.00,DEBIT,411000,Clients,RECEIVABLE,"Ouverture client Madame Claire Dubois",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
057efa4d-becc-46d3-b2ce-4de9c666e937,2026-01-01T00:00:00.000Z,5600.00,CREDIT,471000,Comptes D'Attente,ADJUSTMENT,"Contrepartie ouverture client Madame Claire Dubois",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
46742bb9-883c-42bf-9905-9e7a34f067fc,2026-01-01T00:00:00.000Z,18750.00,DEBIT,471000,Comptes D'Attente,ADJUSTMENT,"Contrepartie ouverture fournisseur M. Pierre Leroy Matériaux",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
c6fcd42a-1981-40c4-8ade-b090dc137e7b,2026-01-01T00:00:00.000Z,9500.00,CREDIT,401000,Fournisseurs, Dettes En Compte,PAYABLE,"Ouverture fournisseur SARL Informatique Plus",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
bb01d8d8-3af1-4445-84a5-95af24707990,2026-01-01T00:00:00.000Z,9500.00,DEBIT,471000,Comptes D'Attente,ADJUSTMENT,"Contrepartie ouverture fournisseur SARL Informatique Plus",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,
5b91c298-26dd-4c7f-bb68-7d802605b623,2026-01-01T00:00:00.000Z,6800.00,CREDIT,401000,Fournisseurs, Dettes En Compte,PAYABLE,"Ouverture fournisseur Madame Sophie Bernard Services",1c803630-22cb-4777-a1ba-317ad5ed253e,JRN-000018,